Sentence,Sentiment,label,cleaned_sentence
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,neutral,1,In return the New Yorkbased private equity firm will receive a   stake in the Latvian IT and telecom group
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral,1,In the financial statement for the first quarter of   Tikkurila is reported under discontinued operations
Also construction expenses have gone up in Russia .,neutral,1,Also construction expenses have gone up in Russia
"Several large stocks tacked lower , however .",neutral,1,Several large stocks tacked lower  however
The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,neutral,1,The incident happened at  pm on Avenue  at Road
"- Demand for fireplace products was lower than expected , especially in Germany .",neutral,1,Demand for fireplace products was lower than expected  especially in Germany
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative,0,Operating profit totalled EUR  mn  down from EUR  mn in the first half of
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,neutral,1,Finnish retail software developer Aldata Solution Oyj reported a net loss of  mln euro   mln for  versus a net profit of  mln euro   mln for
The acquisition is expected to improve access to chrome ore resources in Turkey .,positive,2,The acquisition is expected to improve access to chrome ore resources in Turkey
#Apple up almost 20% from its February lows with very little fanfare. $AAPL,positive,2,Apple up almost  from its February lows with very little fanfare
$ENDP Was looking for a long entry but today's price action wasn't appealing,neutral,1,Was looking for a long entry but todays price action wasnt appealing
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",neutral,1,In Finland  the Bank of land reports its operating profit fell to EUR  mn in the second quarter of  from EUR  mn in the second quarter of
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",neutral,1,Net sales of Kyro s main business area  Glaston Technologies  a manufacturer of glass processing machines  decreased to EUR  mn from EUR  mn in JanuarySeptember
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,negative,0,the weakest sector this year and possible false breakout
"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",positive,2,trade continuing very nicely from yesterday almost up  from yesterday entry deal pricing tonight looking very strong here
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",neutral,1,Most of the growth in beer consumption took place in the Far East  Latin America and Africa
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",neutral,1,The project will be a  x  MW coalfired power plant  located some  km south of Hanoi  the company said
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",neutral,1,ADP News  Feb     Finnish retailer Kesko Oyj HEL  KESBV said today its total sales  excluding value added tax VAT  stood at EUR  million USD  m in January   down   yearonyea
- Provides summary of the medical equipment pipeline products that the company is developing .,neutral,1,Provides summary of the medical equipment pipeline products that the company is developing
The company will build altogether 130 new substations by the end of this year .,neutral,1,The company will build altogether  new substations by the end of this year
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive,2,December   Finnish industrial machinery company Wartsila Oyj Abp HEL  WRTV said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL  EIOF
"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years .",neutral,1,The program  which was started in the summer of   was originally estimated to last approximately two years
My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,neutral,1,My  play up  today Im still skeptical Will take profits Not a time cheer
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral,1,The machinery now ordered will be placed in a new mill with an annual production capacity of   m of overlaid birch plywood
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",neutral,1,In the Baltic countries  development of operations and reorganisation continued  and nonrecurring items related to the takeover process lowered earnings
"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",neutral,1,The Swedish buyout firm has sold its remaining  percent stake  almost eighteen months after taking the company public in Finland
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,2,Finnish metal products company Componenta Oyj net profit rose to  mln euro    mln  for the first quarter of  from  mln euro    mln  for the same period of
"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",positive,2,Stock Climbs as Barrons Sees  Upside Jim Cramers Take
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral,1,The center will be built in the Kapuli district of Mantsala beside the HankoMantsalaPorvoo road near the new direct rail link between Lahti and Jarvenpaa
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",negative,0,We have also cut our price projections for paper and packaging   an analyst with Goldman Sachs said on a note on Monday
Finnlines said that the deal is part of its strategy to focus on its core businesses .,neutral,1,Finnlines said that the deal is part of its strategy to focus on its core businesses
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",neutral,1,Dolce  Gabbana has asked the European Union to declare Marimekko Corporation s  Unikko  floral pattern trademark invalid  in a continuing dispute between the two companies
"Several large stocks tacked lower , however .",negative,0,Several large stocks tacked lower  however
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",neutral,1,At the beginning of the subscription period on May    the share subscription price under B option right is EUR  per share
Long $ENDP @ $26.23 on $AGN b/o rumor,positive,2,Long    on  bo rumor
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,positive,2,Long  shares as a call option w an expiration of  umm TODAY    Hitting HOD here
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",neutral,1,In the first half of   the Bank s operating profit fell to EUR  mn from EUR  mn  while net interest income increased to EUR  mn from EUR  mn in the first half of
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",positive,2,The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark   handling  and braking on wet road with
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative,0,Net sales decreased to EUR  mn from EUR mn in the corresponding period in
A total of 140 jobs will be reduced at the Raahe Steel Works .,negative,0,A total of  jobs will be reduced at the Raahe Steel Works
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,negative,0,Ruukki Group calculates that it has lost EUR mn in the failed project
"The interim report for the first quarter is published on May 8 , 2009 .",neutral,1,The interim report for the first quarter is published on May
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive,2,The agreement will provide The Switch with double the converter capacity  whilst opening up further manufacturing locations in China
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,neutral,1,Russia s Video International Group holds a controlling stake in Russian Media Ventures
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,0,Salcomp Oyj  the Finnish maker of mobile phone chargers  Monday posted a EUR  million loss in the second quarter compared with a  million profit in the same period the previous year
"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",positive,2,Baird likes   upgrades to outperform lifts price target to  Research firm also sees no capital raise necessary in next few qtrs
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",neutral,1,Profit for the period totalled EUR  mn  down from EUR  mn in the third quarter of
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",neutral,1,Aldata Solution Oyj Bertrand Sciard President and CEO Further information  Aldata Solution Oyj  Bertrand Sciard  President and CEO  tel       Aldata   RetailWholesale At Aldata   of our business is dedicated to retail and wholesale business improvement
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",positive,2,Nokia s Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant  bestofbreed mobile applications
SWOT analysis is just one method of categorization and has its own weaknesses .,neutral,1,SWOT analysis is just one method of categorization and has its own weaknesses
"Its annual capacity is some 10,000 MW .",neutral,1,Its annual capacity is some  MW
"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",positive,2,STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly  new generation cruise ferry for Viking Line to manage on between Turku  Finland  and Stockholm  Sweden withViking Line ABP
Merkel's Government Said to Support Deutsche Boerse-LSE Merger,positive,2,Merkels Government Said to Support Deutsche BoerseLSE Merger
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,neutral,1,The shares represented   of total share capital and   of total voting rights
Componenta will also offer a five-year subordinated loan for subscription by the public .,neutral,1,Componenta will also offer a fiveyear subordinated loan for subscription by the public
"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",positive,2,UPDATE Persimmon Profit Up Strongly Outlook Positive
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",positive,2,Via the agreement  Ramirent will expand the range of equipment and services it delivers to Destia  Ramirent Finland s managing director Kari Aulasmaa  said
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,positive,2,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest s Global  list of the world s most sustainable corporations
what is up with $HK..... from Jan to now it's been a sinking ship...,negative,0,what is up with  from Jan to now its been a sinking ship
Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,neutral,1,Key level to watch in  for today is  watching to see if it can hold as support
"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",neutral,1,The Economic Development and Trade Ministry and Industry and Energy Ministry  along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union  has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since
"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",neutral,1,On Dec   Grimaldi acquired  million shares and a percent stake in Finnlines
"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",positive,2,Receives Year  Contract at New Saudi Arabian Steel Mill
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,positive,2,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",neutral,1,The board machine  which will have a wire width of  m and a design speed of  mmin  will produce close to  tonnes of folding boxboard per day
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",neutral,1,Prior to the transaction  whose financial terms have not been disclosed  Alma Media owned   of Kotikokki net
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,neutral,1,Microsoft last week also issued the first patch for the Windows  operating system beta it had released days earlier
HSBC Hit by Fresh Details of Tax Evasion Claims,negative,0,HSBC Hit by Fresh Details of Tax Evasion Claims
"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",negative,0,RT CashCow  still has a rising RSI  MACD all this bond buying is signaling some bad moves for the market
The company said that the fall in turnover had been planned .,neutral,1,The company said that the fall in turnover had been planned
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",neutral,1,YIT CORPORATION SEPT    at  CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT S CAPITAL MARKETS DAY IN LONDON  SEPT    On Wednesday  September     YIT will hold a Capital Markets Day for investors and analysts in London
The order was worth EUR 8mn .,neutral,1,The order was worth EUR mn
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,1,UPMKymmene said its has  not indicated any interest in any domestic consolidations
long $AAPL 107 calls @ .40,positive,2,long   calls
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",neutral,1,Finnair s Tallinnbased subsidiary  Aero AS  carried  passengers  a decline of    on routes between Helsinki and the Baltic capitals and within Southern Finland
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,2,The major breweries increased their domestic beer sales by  per cent last year  to  million litres from  million litres in
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral,1,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland
BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,positive,2,BRIEFAviva aims to increase dividend payout ratio to  pct in
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",negative,0,When this information was released on  September   Nokia s American Depositary shares fell by
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral,1,The facility will be used to refinance Citycon s existing credit facility  the company said
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",neutral,1,The Americas represents   of Gemalto s billing  and Latin America is one of the fastest growing regions for the company
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,1,Nordea was the cheapest also for a couple in their s with debt
Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,neutral,1,Measures will be launched immediately and are due to be finalized in the first quarter of
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative,0,ADP News   Feb     Finnish construction company Lemminkainen Oyj  HEL  LEMS  said today its net profit decreased to EUR  million  USD  m  for  from EUR  million for
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",neutral,1,ABN Amro Capital has agreed to sell its Helsinkibased designer homeware producer  Iittala Oyj  to crosstown consumer products group Fiskars Corp  for EUR million to EUR million    million to   million
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,negative,0,Swedbank s shares have been hardest hit of the Swedish banks by the ongoing international financial crisis
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,negative,0,NaturalGas Settles At year Low
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,negative,0,Could the pride of social media be gettin ready to fall    chart rolling over
The business area 's net sales were slightly over 2m in 2006 .,neutral,1,The business area s net sales were slightly over m in
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",neutral,1,In the method the smelt spouts  are separated from the working area  by a shielding wall    arranged movable in relation to the smelt spouts
$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,positive,2,turning Coming from far could go far Stock price implies you pay nothing for the business
$RNN More bleeding Monday.,negative,0,More bleeding Monday
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",negative,0,We cut our frequency to New York last year  which explains the fall   he said
Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,neutral,1,Insurers Admiral blows hot and cold but Aviva soars preFriends Life merger
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,neutral,1,The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release
F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,neutral,1,FSecure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral,1,Koduextra is operating a retail chain of  stores  controlled by Finnish NonFood Center KY  Rukax OY  and ScanTukka OY
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",neutral,1,Den Boschbased TomTom is Europe s largest maker of automotive navigation devices  while Cayman Islandsbased Garmin is larger in the US and overall
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",neutral,1,Currently it operates a fleet of eight carriers  as well as nine pushers and barges
The goal is to secure the company 's profitability and competitiveness .,neutral,1,The goal is to secure the company s profitability and competitiveness
The air traffic of Finland has been in stoppage since then .,negative,0,The air traffic of Finland has been in stoppage since then
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative,0,ADPnews   Dec     Finnish cutlery and hand tools maker Fiskars Oyj Abp  HEL  FISAS  said today that it will make redundant a total of  office and management staff members of its subsidiary Iittala Group Ltd
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,positive,2,The company also estimates the already carried out investments to lead to an increase in its net sales for  from  when they reached EUR  million
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",neutral,1,The tightened competition situation in the production automation market has affected net sales during   Cencorp said
$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,positive,2,breaking out here on good vol and a parser buy signal  noticed this on bob langs comments looking for  fast
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,neutral,1,Market Report Eightday rally ends for FTSE  and Standard Chartered
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative,0,November   Finnish office furniture maker Martela Oyj HEL  MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company s office staff and factory workers
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,neutral,1,Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec
This organization will assume the responsibility for operations in Russia .,neutral,1,This organization will assume the responsibility for operations in Russia
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",neutral,1,The Liquid Handling segment offers laboratory equipment and accessories  including mechanical and electronic pipettes  and disposable tips used in the research institutions  universities  and hospitals  as well as in the pharmaceutical  food  and other industries under the Biohit brand
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,neutral,1,The hack had been extra nefarious because the tweets activated without being clicked on  it was enough for Web surfers to move their mouse cursors over them
"Finnish diversified holding company Aspo Oyj said on September 8 , 2008 that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab .",neutral,1,Finnish diversified holding company Aspo Oyj said on September    that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,positive,2,asdfLLC Nice pop today Told ya we would be green haha Funny you bring that up Im actually working on a story about  at the moment
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",neutral,1,The airline estimated that the cancellation of its flights due to the closure of European airspace  and the process of recommencing traffic  have caused a the company a loss of EURm  including the costs of stranded passengers  accommodation
CRH adds CR Laurence to acquisitions tally for $1.3bn,positive,2,CRH adds CR Laurence to acquisitions tally for bn
Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,positive,2,Costco A Premier Retail Dividend Play
expecting  $SPY to close above 205.20 $AAPL,positive,2,expecting   to close above
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",negative,0,In Finland  metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas  till  January
"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",neutral,1,It started with software that was capable of retrieving the data typed into the computer keyboard   keyloggers    and then more complex mechanisms arrived on the scene  such as phishing and pharming
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",neutral,1,Cablevision Systems Corp CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team  they also own the Madison Square Garden Arena  the New York Rangers hockey team  the New York Liberty women s basketball team  and the Hartford Wolf Pack hockey team
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",negative,0,The pulp production in Finnish Kemijrvi will also be liquidated and about  employees loose their jobs
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",neutral,1,Following this increase Huhtamaki s registered share capital is EUR  m and the number of shares outstanding is
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",neutral,1,Cerberus Capital Management LPbacked printing paper maker NewPage Corp has posted mixed secondquarter results  casting a cloud over its planned initial public offering
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral,1,In the Czech Republic  the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki s bigger plants in Hungary  Poland and Romania by the end of the first quarter of
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",neutral,1,PA   JPMorgan Chase and Co  NYSE  JPM  and Pohjoa Bank are joint leadmanagers on the senior  unsecured deal
The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,neutral,1,The acquisition of landsbanken Sverige in  burdened the performance with EUR  mn
You 're not alone .,neutral,1,You re not alone
"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral,1,The flagship will open this fall in Manhattan s Flatiron District in the  Toy Building   at  Fifth Avenue
The technology park will be built near St. Petersburg-based Pulkovo airport .,neutral,1,The technology park will be built near St Petersburgbased Pulkovo airport
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",positive,2,Bounced off support early in week  now indicators turning up RSI MACD SMI Worth a look
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative,0,Finnish electronics contract manufacturer Scanfil had net sales of EUR  mn in the first quarter of   down from EUR  mn a year before
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",neutral,1,Operating profit was EUR  mn  down from EUR  mn
It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .,neutral,1,It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",negative,0,TeliaSonera s underlying results however included  mln skr in positive oneoffs  hence the adjusted underlying EBITDA actually amounts to  bln skr  clearly below expectations  analysts said
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,neutral,1,Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso
$AMZN new HOD with conviction keeping $570 on watch for Resistance.,positive,2,new HOD with conviction keeping  on watch for Resistance
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",negative,0,Apple breaks major support here are some levels to watch
"This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point .",neutral,1,This one was at one time targeted for June   but if we had to guess  it s been pushed back  maybe we re crazy  but we feel like it has nt leaked enough to meet that date at this point
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral,1,Tyrvaan Sanomat  published twice a week by Tyrvaan Sanomat Oy  appears in Sastamala and Kiikoinen
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",neutral,1,The mill will have capacity to produce  tonnes of pulp per year
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,positive,2,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,neutral,1,The bridge will be  km long and is located between Anasmotet by the road E and the new traffic junction in Marieholm by the road E
"With this , the company will exit the contract manufacturing service segment .",neutral,1,With this  the company will exit the contract manufacturing service segment
"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",neutral,1,The construction of a large woodworking facility in the Sheksna district of the Vologda Region  in northwest Russia  will begin in   and the plant will start production in
"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",positive,2,The longstanding partnership and commitment enable both parties to develop their respective operations  and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency
"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",neutral,1,The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs  the company said
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,positive,2,UPDATE Barclays Expects Gain After Settling With Lehman Bros Trustee
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",neutral,1,Sales in Finland decreased by    and international sales decreased by   in terms of euros  and by   in terms of local currencies
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,neutral,1,Efore has decided to establish a company for eletric vehicle  EV  business in China
"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",neutral,1,In the beginning of the negotiations  the estimated number of reductions was  at the maximum
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,positive,2,RT robbieLOLZ  A close above here is looking good for the bulls Will hold my positions to see where we close at Keep buying here
`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,neutral,1,Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running
The total value of the deliveries is some EUR65m .,neutral,1,The total value of the deliveries is some EURm
Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,positive,2,Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover
"Purchase it for the 12MP snapper , if nothing else .",neutral,1,Purchase it for the MP snapper  if nothing else
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,positive,2,Think  will challendge EMA in not distant future   Look at yesterdays volume
